id,date,year_week,product_number,reporterhq_id,prod_category,specs,display_size,segment,sales_units,inventory_units
202209-129297,2022-03-05,202209,129297,93,Doraemon,190499,15.6,Gaming,65.0,174.0
202210-129297,2022-03-12,202210,129297,90,Doraemon,190499,15.6,Gaming,0.0,61.0
202210-129297,2022-03-12,202210,129297,93,Doraemon,190499,15.6,Gaming,128.0,164.0
202211-129297,2022-03-19,202211,129297,90,Doraemon,190499,15.6,Gaming,0.0,102.0
202211-129297,2022-03-19,202211,129297,93,Doraemon,190499,15.6,Gaming,168.0,89.0
202212-129297,2022-03-26,202212,129297,90,Doraemon,190499,15.6,Gaming,10.0,87.0
202212-129297,2022-03-26,202212,129297,93,Doraemon,190499,15.6,Gaming,117.0,66.0
202213-129297,2022-04-02,202213,129297,93,Doraemon,190499,15.6,Gaming,12.0,70.0
202214-129297,2022-04-09,202214,129297,90,Doraemon,190499,15.6,Gaming,28.0,44.0
202214-129297,2022-04-09,202214,129297,93,Doraemon,190499,15.6,Gaming,5.0,62.0
202215-129297,2022-04-16,202215,129297,90,Doraemon,190499,15.6,Gaming,13.0,27.0
202215-129297,2022-04-16,202215,129297,93,Doraemon,190499,15.6,Gaming,21.0,31.0
202216-129297,2022-04-23,202216,129297,90,Doraemon,190499,15.6,Gaming,0.0,28.0
202216-129297,2022-04-23,202216,129297,93,Doraemon,190499,15.6,Gaming,8.0,18.0
202217-129297,2022-04-30,202217,129297,90,Doraemon,190499,15.6,Gaming,0.0,47.0
202217-129297,2022-04-30,202217,129297,93,Doraemon,190499,15.6,Gaming,0.0,18.0
202218-129297,2022-05-07,202218,129297,90,Doraemon,190499,15.6,Gaming,0.0,94.0
202219-129297,2022-05-14,202219,129297,90,Doraemon,190499,15.6,Gaming,4.0,88.0
202219-129297,2022-05-14,202219,129297,93,Doraemon,190499,15.6,Gaming,21.0,30.0
202220-129297,2022-05-21,202220,129297,90,Doraemon,190499,15.6,Gaming,11.0,73.0
202220-129297,2022-05-21,202220,129297,93,Doraemon,190499,15.6,Gaming,10.0,60.0
202221-129297,2022-05-28,202221,129297,90,Doraemon,190499,15.6,Gaming,31.0,35.0
202221-129297,2022-05-28,202221,129297,93,Doraemon,190499,15.6,Gaming,27.0,52.0
202222-129297,2022-06-04,202222,129297,90,Doraemon,190499,15.6,Gaming,11.0,20.0
202223-129297,2022-06-11,202223,129297,90,Doraemon,190499,15.6,Gaming,2.0,18.0
202223-129297,2022-06-11,202223,129297,93,Doraemon,190499,15.6,Gaming,21.0,76.0
202224-129297,2022-06-18,202224,129297,90,Doraemon,190499,15.6,Gaming,2.0,16.0
202224-129297,2022-06-18,202224,129297,93,Doraemon,190499,15.6,Gaming,5.0,144.0
202225-129297,2022-06-25,202225,129297,90,Doraemon,190499,15.6,Gaming,0.0,26.0
202225-129297,2022-06-25,202225,129297,93,Doraemon,190499,15.6,Gaming,59.0,68.0
202226-129297,2022-07-02,202226,129297,90,Doraemon,190499,15.6,Gaming,8.0,53.0
202226-129297,2022-07-02,202226,129297,93,Doraemon,190499,15.6,Gaming,54.0,31.0
202227-129297,2022-07-09,202227,129297,90,Doraemon,190499,15.6,Gaming,0.0,83.0
202228-129297,2022-07-16,202228,129297,90,Doraemon,190499,15.6,Gaming,0.0,97.0
202229-129297,2022-07-23,202229,129297,90,Doraemon,190499,15.6,Gaming,24.0,60.0
202230-129297,2022-07-30,202230,129297,90,Doraemon,190499,15.6,Gaming,0.0,59.0
202231-129297,2022-08-06,202231,129297,90,Doraemon,190499,15.6,Gaming,3.0,54.0
202231-129297,2022-08-06,202231,129297,93,Doraemon,190499,15.6,Gaming,25.0,14.0
202232-129297,2022-08-13,202232,129297,90,Doraemon,190499,15.6,Gaming,1.0,81.0
202232-129297,2022-08-13,202232,129297,93,Doraemon,190499,15.6,Gaming,4.0,7.0
202233-129297,2022-08-20,202233,129297,90,Doraemon,190499,15.6,Gaming,6.0,74.0
202233-129297,2022-08-20,202233,129297,93,Doraemon,190499,15.6,Gaming,5.0,6.0
202234-129297,2022-08-27,202234,129297,90,Doraemon,190499,15.6,Gaming,13.0,56.0
202234-129297,2022-08-27,202234,129297,93,Doraemon,190499,15.6,Gaming,0.0,9.0
202235-129297,2022-09-03,202235,129297,90,Doraemon,190499,15.6,Gaming,2.0,57.0
202235-129297,2022-09-03,202235,129297,93,Doraemon,190499,15.6,Gaming,0.0,19.0
202236-129297,2022-09-10,202236,129297,90,Doraemon,190499,15.6,Gaming,12.0,39.0
202236-129297,2022-09-10,202236,129297,93,Doraemon,190499,15.6,Gaming,8.0,21.0
202237-129297,2022-09-17,202237,129297,90,Doraemon,190499,15.6,Gaming,3.0,46.0
202237-129297,2022-09-17,202237,129297,93,Doraemon,190499,15.6,Gaming,2.0,36.0
202238-129297,2022-09-24,202238,129297,90,Doraemon,190499,15.6,Gaming,1.0,81.0
202238-129297,2022-09-24,202238,129297,93,Doraemon,190499,15.6,Gaming,0.0,37.0
202239-129297,2022-10-01,202239,129297,90,Doraemon,190499,15.6,Gaming,0.0,164.0
202239-129297,2022-10-01,202239,129297,93,Doraemon,190499,15.6,Gaming,1.0,61.0
202240-129297,2022-10-08,202240,129297,90,Doraemon,190499,15.6,Gaming,6.0,154.0
202240-129297,2022-10-08,202240,129297,93,Doraemon,190499,15.6,Gaming,0.0,122.0
202241-129297,2022-10-15,202241,129297,90,Doraemon,190499,15.6,Gaming,0.0,191.0
202242-129297,2022-10-22,202242,129297,90,Doraemon,190499,15.6,Gaming,63.0,99.0
202242-129297,2022-10-22,202242,129297,93,Doraemon,190499,15.6,Gaming,45.0,67.0
202243-129297,2022-10-29,202243,129297,90,Doraemon,190499,15.6,Gaming,23.0,66.0
202243-129297,2022-10-29,202243,129297,93,Doraemon,190499,15.6,Gaming,18.0,53.0
202244-129297,2022-11-05,202244,129297,90,Doraemon,190499,15.6,Gaming,14.0,47.0
202244-129297,2022-11-05,202244,129297,93,Doraemon,190499,15.6,Gaming,0.0,71.0
202245-129297,2022-11-12,202245,129297,90,Doraemon,190499,15.6,Gaming,0.0,56.0
202245-129297,2022-11-12,202245,129297,93,Doraemon,190499,15.6,Gaming,4.0,64.0
202246-129297,2022-11-19,202246,129297,90,Doraemon,190499,15.6,Gaming,1.0,54.0
202247-129297,2022-11-26,202247,129297,90,Doraemon,190499,15.6,Gaming,12.0,37.0
202248-129297,2022-12-03,202248,129297,90,Doraemon,190499,15.6,Gaming,0.0,43.0
202248-129297,2022-12-03,202248,129297,93,Doraemon,190499,15.6,Gaming,3.0,86.0
202248-129297,2022-12-03,202248,129297,96,Doraemon,190499,15.6,Gaming,75.0,152.0
202249-129297,2022-12-10,202249,129297,90,Doraemon,190499,15.6,Gaming,1.0,75.0
202249-129297,2022-12-10,202249,129297,93,Doraemon,190499,15.6,Gaming,25.0,53.0
202250-129297,2022-12-17,202250,129297,90,Doraemon,190499,15.6,Gaming,0.0,117.0
202250-129297,2022-12-17,202250,129297,93,Doraemon,190499,15.6,Gaming,2.0,53.0
202251-129297,2022-12-24,202251,129297,90,Doraemon,190499,15.6,Gaming,34.0,68.0
202252-129297,2022-12-31,202252,129297,90,Doraemon,190499,15.6,Gaming,5.0,60.0
202252-129297,2022-12-31,202252,129297,93,Doraemon,190499,15.6,Gaming,15.0,34.0
202301-129297,2023-01-07,202301,129297,90,Doraemon,190499,15.6,Gaming,11.0,43.0
202302-129297,2023-01-14,202302,129297,90,Doraemon,190499,15.6,Gaming,14.0,21.0
202302-129297,2023-01-14,202302,129297,93,Doraemon,190499,15.6,Gaming,5.0,26.0
202302-129297,2023-01-14,202302,129297,96,Doraemon,190499,15.6,Gaming,91.0,89.0
202304-129297,2023-01-28,202304,129297,90,Doraemon,190499,15.6,Gaming,6.0,12.0
202304-129297,2023-01-28,202304,129297,93,Doraemon,190499,15.6,Gaming,3.0,34.0
202304-129297,2023-01-28,202304,129297,96,Doraemon,190499,15.6,Gaming,35.0,82.0
202305-129297,2023-02-04,202305,129297,90,Doraemon,190499,15.6,Gaming,0.0,11.0
202306-129297,2023-02-11,202306,129297,90,Doraemon,190499,15.6,Gaming,0.0,18.0
202306-129297,2023-02-11,202306,129297,93,Doraemon,190499,15.6,Gaming,4.0,63.0
202306-129297,2023-02-11,202306,129297,96,Doraemon,190499,15.6,Gaming,2.0,78.0
202307-129297,2023-02-18,202307,129297,90,Doraemon,190499,15.6,Gaming,1.0,37.0
202307-129297,2023-02-18,202307,129297,93,Doraemon,190499,15.6,Gaming,0.0,130.0
202308-129297,2023-02-25,202308,129297,90,Doraemon,190499,15.6,Gaming,5.0,79.0
202308-129297,2023-02-25,202308,129297,93,Doraemon,190499,15.6,Gaming,31.0,86.0
202309-129297,2023-03-04,202309,129297,90,Doraemon,190499,15.6,Gaming,23.0,46.0
202309-129297,2023-03-04,202309,129297,93,Doraemon,190499,15.6,Gaming,18.0,60.0
202310-129297,2023-03-11,202310,129297,90,Doraemon,190499,15.6,Gaming,4.0,41.0
202310-129297,2023-03-11,202310,129297,93,Doraemon,190499,15.6,Gaming,10.0,70.0
202311-129297,2023-03-18,202311,129297,90,Doraemon,190499,15.6,Gaming,10.0,26.0
202311-129297,2023-03-18,202311,129297,93,Doraemon,190499,15.6,Gaming,33.0,122.0
202312-129297,2023-03-25,202312,129297,90,Doraemon,190499,15.6,Gaming,1.0,27.0
202312-129297,2023-03-25,202312,129297,93,Doraemon,190499,15.6,Gaming,38.0,192.0
202313-129297,2023-04-01,202313,129297,90,Doraemon,190499,15.6,Gaming,0.0,46.0
202313-129297,2023-04-01,202313,129297,93,Doraemon,190499,15.6,Gaming,129.0,135.0
202314-129297,2023-04-08,202314,129297,90,Doraemon,190499,15.6,Gaming,0.0,83.0
202314-129297,2023-04-08,202314,129297,93,Doraemon,190499,15.6,Gaming,,146.0
202315-129297,2023-04-15,202315,129297,90,Doraemon,190499,15.6,Gaming,12.0,72.0
202315-129297,2023-04-15,202315,129297,93,Doraemon,190499,15.6,Gaming,42.0,82.0
202316-129297,2023-04-22,202316,129297,90,Doraemon,190499,15.6,Gaming,11.0,56.0
202316-129297,2023-04-22,202316,129297,93,Doraemon,190499,15.6,Gaming,10.0,67.0
202317-129297,2023-04-29,202317,129297,90,Doraemon,190499,15.6,Gaming,0.0,74.0
202317-129297,2023-04-29,202317,129297,93,Doraemon,190499,15.6,Gaming,1.0,93.0
202318-129297,2023-05-06,202318,129297,90,Doraemon,190499,15.6,Gaming,21.0,48.0
202318-129297,2023-05-06,202318,129297,93,Doraemon,190499,15.6,Gaming,1.0,127.0
202214-130284,2022-04-09,202214,130284,21,Doraemon,191466,15.6,Gaming,31.0,71.0
202217-130284,2022-04-30,202217,130284,21,Doraemon,191466,15.6,Gaming,,116.0
202217-130284,2022-04-30,202217,130284,93,Doraemon,191466,15.6,Gaming,0.0,28.0
202218-130284,2022-05-07,202218,130284,21,Doraemon,191466,15.6,Gaming,33.0,75.0
202219-130284,2022-05-14,202219,130284,21,Doraemon,191466,15.6,Gaming,6.0,78.0
202219-130284,2022-05-14,202219,130284,93,Doraemon,191466,15.6,Gaming,12.0,46.0
202220-130284,2022-05-21,202220,130284,21,Doraemon,191466,15.6,Gaming,6.0,79.0
202220-130284,2022-05-21,202220,130284,93,Doraemon,191466,15.6,Gaming,13.0,91.0
202221-130284,2022-05-28,202221,130284,21,Doraemon,191466,15.6,Gaming,6.0,98.0
202221-130284,2022-05-28,202221,130284,93,Doraemon,191466,15.6,Gaming,152.0,45.0
202222-130284,2022-06-04,202222,130284,21,Doraemon,191466,15.6,Gaming,7.0,116.0
202223-130284,2022-06-11,202223,130284,21,Doraemon,191466,15.6,Gaming,9.0,141.0
202223-130284,2022-06-11,202223,130284,93,Doraemon,191466,15.6,Gaming,114.0,27.0
202224-130284,2022-06-18,202224,130284,21,Doraemon,191466,15.6,Gaming,16.0,128.0
202224-130284,2022-06-18,202224,130284,93,Doraemon,191466,15.6,Gaming,5.0,19.0
202225-130284,2022-06-25,202225,130284,21,Doraemon,191466,15.6,Gaming,17.0,122.0
202225-130284,2022-06-25,202225,130284,93,Doraemon,191466,15.6,Gaming,8.0,
202226-130284,2022-07-02,202226,130284,21,Doraemon,191466,15.6,Gaming,43.0,87.0
202226-130284,2022-07-02,202226,130284,93,Doraemon,191466,15.6,Gaming,7.0,13.0
202227-130284,2022-07-09,202227,130284,21,Doraemon,191466,15.6,Gaming,6.0,104.0
202228-130284,2022-07-16,202228,130284,21,Doraemon,191466,15.6,Gaming,64.0,54.0
202229-130284,2022-07-23,202229,130284,21,Doraemon,191466,15.6,Gaming,22.0,37.0
202230-130284,2022-07-30,202230,130284,21,Doraemon,191466,15.6,Gaming,14.0,32.0
202231-130284,2022-08-06,202231,130284,21,Doraemon,191466,15.6,Gaming,12.0,47.0
202231-130284,2022-08-06,202231,130284,93,Doraemon,191466,15.6,Gaming,2.0,11.0
202232-130284,2022-08-13,202232,130284,21,Doraemon,191466,15.6,Gaming,6.0,75.0
202232-130284,2022-08-13,202232,130284,93,Doraemon,191466,15.6,Gaming,4.0,7.0
202233-130284,2022-08-20,202233,130284,21,Doraemon,191466,15.6,Gaming,62.0,43.0
202233-130284,2022-08-20,202233,130284,93,Doraemon,191466,15.6,Gaming,7.0,8.0
202234-130284,2022-08-27,202234,130284,21,Doraemon,191466,15.6,Gaming,16.0,36.0
202234-130284,2022-08-27,202234,130284,93,Doraemon,191466,15.6,Gaming,0.0,16.0
202235-130284,2022-09-03,202235,130284,21,Doraemon,191466,15.6,Gaming,29.0,54.0
202235-130284,2022-09-03,202235,130284,93,Doraemon,191466,15.6,Gaming,0.0,33.0
202236-130284,2022-09-10,202236,130284,21,Doraemon,191466,15.6,Gaming,124.0,50.0
202236-130284,2022-09-10,202236,130284,93,Doraemon,191466,15.6,Gaming,1.0,71.0
202237-130284,2022-09-17,202237,130284,21,Doraemon,191466,15.6,Gaming,49.0,78.0
202237-130284,2022-09-17,202237,130284,93,Doraemon,191466,15.6,Gaming,2.0,67.0
202238-130284,2022-09-24,202238,130284,21,Doraemon,191466,15.6,Gaming,22.0,71.0
202238-130284,2022-09-24,202238,130284,93,Doraemon,191466,15.6,Gaming,3.0,62.0
202239-130284,2022-10-01,202239,130284,21,Doraemon,191466,15.6,Gaming,14.0,100.0
202239-130284,2022-10-01,202239,130284,93,Doraemon,191466,15.6,Gaming,0.0,94.0
202240-130284,2022-10-08,202240,130284,21,Doraemon,191466,15.6,Gaming,6.0,126.0
202240-130284,2022-10-08,202240,130284,93,Doraemon,191466,15.6,Gaming,0.0,103.0
202241-130284,2022-10-15,202241,130284,21,Doraemon,191466,15.6,Gaming,28.0,93.0
202242-130284,2022-10-22,202242,130284,21,Doraemon,191466,15.6,Gaming,6.0,115.0
202242-130284,2022-10-22,202242,130284,93,Doraemon,191466,15.6,Gaming,31.0,58.0
202243-130284,2022-10-29,202243,130284,15,Doraemon,191466,15.6,Gaming,0.0,105.0
202243-130284,2022-10-29,202243,130284,21,Doraemon,191466,15.6,Gaming,39.0,80.0
202243-130284,2022-10-29,202243,130284,93,Doraemon,191466,15.6,Gaming,8.0,49.0
202244-130284,2022-11-05,202244,130284,15,Doraemon,191466,15.6,Gaming,0.0,129.0
202244-130284,2022-11-05,202244,130284,21,Doraemon,191466,15.6,Gaming,6.0,92.0
202244-130284,2022-11-05,202244,130284,93,Doraemon,191466,15.6,Gaming,,41.0
202245-130284,2022-11-12,202245,130284,15,Doraemon,191466,15.6,Gaming,13.0,109.0
202245-130284,2022-11-12,202245,130284,21,Doraemon,191466,15.6,Gaming,29.0,57.0
202245-130284,2022-11-12,202245,130284,93,Doraemon,191466,15.6,Gaming,0.0,58.0
202246-130284,2022-11-19,202246,130284,15,Doraemon,191466,15.6,Gaming,36.0,152.0
202246-130284,2022-11-19,202246,130284,21,Doraemon,191466,15.6,Gaming,7.0,58.0
202247-130284,2022-11-26,202247,130284,15,Doraemon,191466,15.6,Gaming,22.0,176.0
202247-130284,2022-11-26,202247,130284,21,Doraemon,191466,15.6,Gaming,10.0,94.0
202248-130284,2022-12-03,202248,130284,15,Doraemon,191466,15.6,Gaming,65.0,109.0
202248-130284,2022-12-03,202248,130284,21,Doraemon,191466,15.6,Gaming,41.0,44.0
202248-130284,2022-12-03,202248,130284,93,Doraemon,191466,15.6,Gaming,0.0,102.0
202249-130284,2022-12-10,202249,130284,15,Doraemon,191466,15.6,Gaming,83.0,53.0
202249-130284,2022-12-10,202249,130284,21,Doraemon,191466,15.6,Gaming,20.0,22.0
202249-130284,2022-12-10,202249,130284,93,Doraemon,191466,15.6,Gaming,6.0,94.0
202250-130284,2022-12-17,202250,130284,15,Doraemon,191466,15.6,Gaming,15.0,30.0
202250-130284,2022-12-17,202250,130284,21,Doraemon,191466,15.6,Gaming,15.0,14.0
202250-130284,2022-12-17,202250,130284,93,Doraemon,191466,15.6,Gaming,32.0,47.0
202251-130284,2022-12-24,202251,130284,15,Doraemon,191466,15.6,Gaming,3.0,
202251-130284,2022-12-24,202251,130284,21,Doraemon,191466,15.6,Gaming,31.0,17.0
202252-130284,2022-12-31,202252,130284,15,Doraemon,191466,15.6,Gaming,3.0,20.0
202252-130284,2022-12-31,202252,130284,21,Doraemon,191466,15.6,Gaming,41.0,31.0
202252-130284,2022-12-31,202252,130284,93,Doraemon,191466,15.6,Gaming,12.0,28.0
202301-130284,2023-01-07,202301,130284,15,Doraemon,191466,15.6,Gaming,42.0,29.0
202301-130284,2023-01-07,202301,130284,21,Doraemon,191466,15.6,Gaming,35.0,66.0
202302-130284,2023-01-14,202302,130284,15,Doraemon,191466,15.6,Gaming,131.0,14.0
202302-130284,2023-01-14,202302,130284,21,Doraemon,191466,15.6,Gaming,29.0,95.0
202302-130284,2023-01-14,202302,130284,93,Doraemon,191466,15.6,Gaming,1.0,27.0
202303-130284,2023-01-21,202303,130284,15,Doraemon,191466,15.6,Gaming,4.0,7.0
202303-130284,2023-01-21,202303,130284,21,Doraemon,191466,15.6,Gaming,22.0,138.0
202304-130284,2023-01-28,202304,130284,15,Doraemon,191466,15.6,Gaming,43.0,6.0
202304-130284,2023-01-28,202304,130284,21,Doraemon,191466,15.6,Gaming,8.0,202.0
202304-130284,2023-01-28,202304,130284,93,Doraemon,191466,15.6,Gaming,7.0,28.0
202305-130284,2023-02-04,202305,130284,15,Doraemon,191466,15.6,Gaming,3.0,
202305-130284,2023-02-04,202305,130284,21,Doraemon,191466,15.6,Gaming,46.0,144.0
202306-130284,2023-02-11,202306,130284,15,Doraemon,191466,15.6,Gaming,0.0,23.0
202306-130284,2023-02-11,202306,130284,21,Doraemon,191466,15.6,Gaming,60.0,160.0
202306-130284,2023-02-11,202306,130284,93,Doraemon,191466,15.6,Gaming,27.0,22.0
202307-130284,2023-02-18,202307,130284,15,Doraemon,191466,15.6,Gaming,12.0,50.0
202307-130284,2023-02-18,202307,130284,21,Doraemon,191466,15.6,Gaming,31.0,140.0
202307-130284,2023-02-18,202307,130284,93,Doraemon,191466,15.6,Gaming,29.0,24.0
202308-130284,2023-02-25,202308,130284,15,Doraemon,191466,15.6,Gaming,0.0,58.0
202308-130284,2023-02-25,202308,130284,21,Doraemon,191466,15.6,Gaming,12.0,204.0
202308-130284,2023-02-25,202308,130284,93,Doraemon,191466,15.6,Gaming,38.0,41.0
202309-130284,2023-03-04,202309,130284,15,Doraemon,191466,15.6,Gaming,0.0,99.0
202309-130284,2023-03-04,202309,130284,21,Doraemon,191466,15.6,Gaming,41.0,157.0
202309-130284,2023-03-04,202309,130284,93,Doraemon,191466,15.6,Gaming,33.0,52.0
202310-130284,2023-03-11,202310,130284,15,Doraemon,191466,15.6,Gaming,21.0,78.0
202310-130284,2023-03-11,202310,130284,21,Doraemon,191466,15.6,Gaming,37.0,101.0
202310-130284,2023-03-11,202310,130284,93,Doraemon,191466,15.6,Gaming,36.0,67.0
202311-130284,2023-03-18,202311,130284,15,Doraemon,191466,15.6,Gaming,0.0,103.0
202311-130284,2023-03-18,202311,130284,21,Doraemon,191466,15.6,Gaming,6.0,91.0
202311-130284,2023-03-18,202311,130284,93,Doraemon,191466,15.6,Gaming,25.0,122.0
202312-130284,2023-03-25,202312,130284,15,Doraemon,191466,15.6,Gaming,36.0,49.0
202312-130284,2023-03-25,202312,130284,21,Doraemon,191466,15.6,Gaming,38.0,43.0
202312-130284,2023-03-25,202312,130284,93,Doraemon,191466,15.6,Gaming,13.0,168.0
202313-130284,2023-04-01,202313,130284,15,Doraemon,191466,15.6,Gaming,16.0,24.0
202313-130284,2023-04-01,202313,130284,21,Doraemon,191466,15.6,Gaming,21.0,20.0
202313-130284,2023-04-01,202313,130284,93,Doraemon,191466,15.6,Gaming,0.0,171.0
202314-130284,2023-04-08,202314,130284,15,Doraemon,191466,15.6,Gaming,6.0,14.0
202314-130284,2023-04-08,202314,130284,21,Doraemon,191466,15.6,Gaming,15.0,
202314-130284,2023-04-08,202314,130284,93,Doraemon,191466,15.6,Gaming,24.0,134.0
202315-130284,2023-04-15,202315,130284,15,Doraemon,191466,15.6,Gaming,10.0,13.0
202315-130284,2023-04-15,202315,130284,21,Doraemon,191466,15.6,Gaming,7.0,11.0
202315-130284,2023-04-15,202315,130284,93,Doraemon,191466,15.6,Gaming,0.0,177.0
202316-130284,2023-04-22,202316,130284,15,Doraemon,191466,15.6,Gaming,0.0,22.0
202316-130284,2023-04-22,202316,130284,21,Doraemon,191466,15.6,Gaming,7.0,19.0
202316-130284,2023-04-22,202316,130284,93,Doraemon,191466,15.6,Gaming,0.0,189.0
202317-130284,2023-04-29,202317,130284,15,Doraemon,191466,15.6,Gaming,0.0,44.0
202317-130284,2023-04-29,202317,130284,21,Doraemon,191466,15.6,Gaming,12.0,21.0
202317-130284,2023-04-29,202317,130284,93,Doraemon,191466,15.6,Gaming,40.0,136.0
202318-130284,2023-05-06,202318,130284,15,Doraemon,191466,15.6,Gaming,0.0,90.0
202318-130284,2023-05-06,202318,130284,21,Doraemon,191466,15.6,Gaming,6.0,37.0
202318-130284,2023-05-06,202318,130284,93,Doraemon,191466,15.6,Gaming,27.0,101.0
202231-131271,2022-08-06,202231,131271,93,Goku,208872,15.6,Core,7.0,316.0
202233-131271,2022-08-20,202233,131271,93,Goku,208872,15.6,Core,42.0,253.0
202234-131271,2022-08-27,202234,131271,93,Goku,208872,15.6,Core,,231.0
202235-131271,2022-09-03,202235,131271,93,Goku,208872,15.6,Core,40.0,174.0
202236-131271,2022-09-10,202236,131271,93,Goku,208872,15.6,Core,70.0,81.0
202237-131271,2022-09-17,202237,131271,93,Goku,208872,15.6,Core,34.0,39.0
202238-131271,2022-09-24,202238,131271,93,Goku,208872,15.6,Core,19.0,25.0
202242-131271,2022-10-22,202242,131271,93,Goku,208872,15.6,Core,4.0,29.0
202243-131271,2022-10-29,202243,131271,93,Goku,208872,15.6,Core,0.0,55.0
202244-131271,2022-11-05,202244,131271,93,Goku,208872,15.6,Core,9.0,44.0
202245-131271,2022-11-12,202245,131271,93,Goku,208872,15.6,Core,11.0,62.0
202304-131271,2023-01-28,202304,131271,93,Goku,208872,15.6,Core,28.0,121.0
202306-131271,2023-02-11,202306,131271,93,Goku,208872,15.6,Core,0.0,
202307-131271,2023-02-18,202307,131271,93,Goku,208872,15.6,Core,37.0,132.0
202308-131271,2023-02-25,202308,131271,93,Goku,208872,15.6,Core,109.0,94.0
202309-131271,2023-03-04,202309,131271,93,Goku,208872,15.6,Core,121.0,113.0
202310-131271,2023-03-11,202310,131271,93,Goku,208872,15.6,Core,36.0,113.0
202311-131271,2023-03-18,202311,131271,93,Goku,208872,15.6,Core,26.0,152.0
202312-131271,2023-03-25,202312,131271,93,Goku,208872,15.6,Core,,123.0
202313-131271,2023-04-01,202313,131271,93,Goku,208872,15.6,Core,16.0,102.0
202314-131271,2023-04-08,202314,131271,93,Goku,208872,15.6,Core,59.0,109.0
202315-131271,2023-04-15,202315,131271,93,Goku,208872,15.6,Core,21.0,102.0
202316-131271,2023-04-22,202316,131271,93,Goku,208872,15.6,Core,104.0,156.0
202317-131271,2023-04-29,202317,131271,93,Goku,208872,15.6,Core,24.0,140.0
202318-131271,2023-05-06,202318,131271,93,Goku,208872,15.6,Core,51.0,74.0
202201-132258,2022-01-08,202201,132258,93,Goku,209839,15.6,Core,0.0,228.0
202202-132258,2022-01-15,202202,132258,93,Goku,209839,15.6,Core,3.0,226.0
202203-132258,2022-01-22,202203,132258,93,Goku,209839,15.6,Core,17.0,221.0
202204-132258,2022-01-29,202204,132258,93,Goku,209839,15.6,Core,24.0,211.0
202205-132258,2022-02-05,202205,132258,93,Goku,209839,15.6,Core,23.0,202.0
202206-132258,2022-02-12,202206,132258,93,Goku,209839,15.6,Core,35.0,193.0
202207-132258,2022-02-19,202207,132258,93,Goku,209839,15.6,Core,6.0,184.0
202208-132258,2022-02-26,202208,132258,93,Goku,209839,15.6,Core,15.0,169.0
202209-132258,2022-03-05,202209,132258,93,Goku,209839,15.6,Core,41.0,157.0
202210-132258,2022-03-12,202210,132258,93,Goku,209839,15.6,Core,39.0,146.0
202211-132258,2022-03-19,202211,132258,93,Goku,209839,15.6,Core,18.0,138.0
202212-132258,2022-03-26,202212,132258,93,Goku,209839,15.6,Core,2.0,135.0
202213-132258,2022-04-02,202213,132258,93,Goku,209839,15.6,Core,17.0,129.0
202214-132258,2022-04-09,202214,132258,93,Goku,209839,15.6,Core,8.0,121.0
202215-132258,2022-04-16,202215,132258,93,Goku,209839,15.6,Core,26.0,109.0
202216-132258,2022-04-23,202216,132258,93,Goku,209839,15.6,Core,44.0,97.0
202217-132258,2022-04-30,202217,132258,93,Goku,209839,15.6,Core,6.0,89.0
202219-132258,2022-05-14,202219,132258,93,Goku,209839,15.6,Core,3.0,84.0
202220-132258,2022-05-21,202220,132258,93,Goku,209839,15.6,Core,9.0,76.0
202221-132258,2022-05-28,202221,132258,93,Goku,209839,15.6,Core,61.0,63.0
202223-132258,2022-06-11,202223,132258,93,Goku,209839,15.6,Core,22.0,66.0
202224-132258,2022-06-18,202224,132258,93,Goku,209839,15.6,Core,4.0,95.0
202225-132258,2022-06-25,202225,132258,93,Goku,209839,15.6,Core,19.0,169.0
202226-132258,2022-07-02,202226,132258,93,Goku,209839,15.6,Core,17.0,194.0
202231-132258,2022-08-06,202231,132258,93,Goku,209839,15.6,Core,35.0,186.0
202232-132258,2022-08-13,202232,132258,93,Goku,209839,15.6,Core,149.0,145.0
202233-132258,2022-08-20,202233,132258,93,Goku,209839,15.6,Core,86.0,85.0
202234-132258,2022-08-27,202234,132258,93,Goku,209839,15.6,Core,5.0,77.0
202235-132258,2022-09-03,202235,132258,93,Goku,209839,15.6,Core,16.0,116.0
202236-132258,2022-09-10,202236,132258,93,Goku,209839,15.6,Core,53.0,224.0
202237-132258,2022-09-17,202237,132258,93,Goku,209839,15.6,Core,31.0,224.0
202238-132258,2022-09-24,202238,132258,93,Goku,209839,15.6,Core,75.0,125.0
202239-132258,2022-10-01,202239,132258,93,Goku,209839,15.6,Core,84.0,100.0
202240-132258,2022-10-08,202240,132258,93,Goku,209839,15.6,Core,12.0,136.0
202242-132258,2022-10-22,202242,132258,93,Goku,209839,15.6,Core,86.0,82.0
202243-132258,2022-10-29,202243,132258,93,Goku,209839,15.6,Core,24.0,77.0
202244-132258,2022-11-05,202244,132258,93,Goku,209839,15.6,Core,0.0,117.0
202245-132258,2022-11-12,202245,132258,93,Goku,209839,15.6,Core,39.0,83.0
202248-132258,2022-12-03,202248,132258,93,Goku,209839,15.6,Core,0.0,98.0
202249-132258,2022-12-10,202249,132258,93,Goku,209839,15.6,Core,3.0,93.0
202250-132258,2022-12-17,202250,132258,93,Goku,209839,15.6,Core,8.0,80.0
202252-132258,2022-12-31,202252,132258,93,Goku,209839,15.6,Core,15.0,59.0
